order_details_id|order_id|order_date|order_time|item_id|item_name|category|price
897|393|1/7/23|1:48:31 PM|109|Korean Beef Bowl|Asian|17.95
900|394|1/7/23|2:02:18 PM|109|Korean Beef Bowl|Asian|17.95
901|394|1/7/23|2:02:18 PM|109|Korean Beef Bowl|Asian|17.95
913|397|1/7/23|2:31:10 PM|109|Korean Beef Bowl|Asian|17.95
956|419|1/7/23|7:02:31 PM|109|Korean Beef Bowl|Asian|17.95
983|431|1/8/23|11:17:13 AM|109|Korean Beef Bowl|Asian|17.95
1010|440|1/8/23|12:16:34 PM|109|Korean Beef Bowl|Asian|17.95
1035|445|1/8/23|12:57:39 PM|109|Korean Beef Bowl|Asian|17.95
1040|448|1/8/23|1:03:34 PM|109|Korean Beef Bowl|Asian|17.95
1068|461|1/8/23|2:21:19 PM|109|Korean Beef Bowl|Asian|17.95
1086|473|1/8/23|4:41:27 PM|109|Korean Beef Bowl|Asian|17.95
1116|487|1/8/23|6:30:16 PM|109|Korean Beef Bowl|Asian|17.95
1138|496|1/8/23|7:46:18 PM|109|Korean Beef Bowl|Asian|17.95
1148|501|1/8/23|9:51:31 PM|109|Korean Beef Bowl|Asian|17.95
1206|529|1/9/23|3:31:01 PM|109|Korean Beef Bowl|Asian|17.95
1221|537|1/9/23|5:23:52 PM|109|Korean Beef Bowl|Asian|17.95
1242|548|1/9/23|7:06:09 PM|109|Korean Beef Bowl|Asian|17.95
1258|555|1/9/23|8:18:25 PM|109|Korean Beef Bowl|Asian|17.95
1263|558|1/9/23|8:51:10 PM|109|Korean Beef Bowl|Asian|17.95
1312|580|1/10/23|1:56:01 PM|109|Korean Beef Bowl|Asian|17.95
1365|608|1/10/23|7:36:33 PM|109|Korean Beef Bowl|Asian|17.95
1402|623|1/10/23|9:21:21 PM|109|Korean Beef Bowl|Asian|17.95
1428|635|1/11/23|12:18:31 PM|109|Korean Beef Bowl|Asian|17.95
1457|646|1/11/23|2:07:26 PM|109|Korean Beef Bowl|Asian|17.95
1459|647|1/11/23|2:07:35 PM|109|Korean Beef Bowl|Asian|17.95
1499|666|1/11/23|5:42:25 PM|109|Korean Beef Bowl|Asian|17.95
1570|701|1/12/23|2:33:39 PM|109|Korean Beef Bowl|Asian|17.95
1587|710|1/12/23|3:59:52 PM|109|Korean Beef Bowl|Asian|17.95
1599|714|1/12/23|4:55:08 PM|109|Korean Beef Bowl|Asian|17.95
1600|714|1/12/23|4:55:08 PM|109|Korean Beef Bowl|Asian|17.95
1635|729|1/12/23|7:20:41 PM|109|Korean Beef Bowl|Asian|17.95
1688|751|1/13/23|3:07:35 PM|109|Korean Beef Bowl|Asian|17.95
1691|752|1/13/23|3:19:25 PM|109|Korean Beef Bowl|Asian|17.95
1694|753|1/13/23|3:22:11 PM|109|Korean Beef Bowl|Asian|17.95
1768|785|1/14/23|11:28:44 AM|109|Korean Beef Bowl|Asian|17.95
1801|800|1/14/23|12:54:35 PM|109|Korean Beef Bowl|Asian|17.95
1819|802|1/14/23|1:23:47 PM|109|Korean Beef Bowl|Asian|17.95
1827|809|1/14/23|2:26:17 PM|109|Korean Beef Bowl|Asian|17.95
1872|830|1/14/23|6:38:17 PM|109|Korean Beef Bowl|Asian|17.95
1879|832|1/14/23|6:47:06 PM|109|Korean Beef Bowl|Asian|17.95
1892|836|1/14/23|8:08:08 PM|109|Korean Beef Bowl|Asian|17.95
1946|864|1/15/23|2:04:23 PM|109|Korean Beef Bowl|Asian|17.95
1956|867|1/15/23|2:19:28 PM|109|Korean Beef Bowl|Asian|17.95
1957|867|1/15/23|2:19:28 PM|109|Korean Beef Bowl|Asian|17.95
1969|876|1/15/23|3:27:03 PM|109|Korean Beef Bowl|Asian|17.95
1986|883|1/15/23|4:56:05 PM|109|Korean Beef Bowl|Asian|17.95
1988|884|1/15/23|4:57:15 PM|109|Korean Beef Bowl|Asian|17.95
2008|895|1/15/23|6:18:11 PM|109|Korean Beef Bowl|Asian|17.95
2081|927|1/16/23|1:59:21 PM|109|Korean Beef Bowl|Asian|17.95
2122|945|1/16/23|5:58:38 PM|109|Korean Beef Bowl|Asian|17.95
2175|968|1/16/23|9:23:01 PM|109|Korean Beef Bowl|Asian|17.95
2196|978|1/17/23|12:24:36 PM|109|Korean Beef Bowl|Asian|17.95
2197|978|1/17/23|12:24:36 PM|109|Korean Beef Bowl|Asian|17.95
2213|982|1/17/23|2:12:58 PM|109|Korean Beef Bowl|Asian|17.95
2218|985|1/17/23|2:34:50 PM|109|Korean Beef Bowl|Asian|17.95
2226|989|1/17/23|3:08:38 PM|109|Korean Beef Bowl|Asian|17.95
2233|994|1/17/23|4:19:42 PM|109|Korean Beef Bowl|Asian|17.95
2278|1016|1/17/23|7:44:36 PM|109|Korean Beef Bowl|Asian|17.95
2284|1019|1/17/23|8:50:54 PM|109|Korean Beef Bowl|Asian|17.95
2313|1031|1/18/23|11:39:03 AM|109|Korean Beef Bowl|Asian|17.95
2336|1038|1/18/23|1:14:59 PM|109|Korean Beef Bowl|Asian|17.95
2372|1057|1/18/23|4:18:37 PM|109|Korean Beef Bowl|Asian|17.95
2398|1067|1/18/23|6:13:43 PM|109|Korean Beef Bowl|Asian|17.95
2435|1085|1/19/23|11:37:05 AM|109|Korean Beef Bowl|Asian|17.95
2452|1090|1/19/23|12:14:24 PM|109|Korean Beef Bowl|Asian|17.95
2460|1092|1/19/23|12:23:38 PM|109|Korean Beef Bowl|Asian|17.95
2507|1110|1/19/23|4:33:35 PM|109|Korean Beef Bowl|Asian|17.95
2511|1112|1/19/23|4:46:00 PM|109|Korean Beef Bowl|Asian|17.95
2515|1113|1/19/23|5:00:44 PM|109|Korean Beef Bowl|Asian|17.95
2537|1123|1/19/23|6:21:36 PM|109|Korean Beef Bowl|Asian|17.95
2540|1125|1/19/23|6:45:40 PM|109|Korean Beef Bowl|Asian|17.95
2549|1129|1/19/23|7:00:20 PM|109|Korean Beef Bowl|Asian|17.95
2625|1155|1/20/23|1:05:11 PM|109|Korean Beef Bowl|Asian|17.95
2680|1185|1/20/23|7:10:26 PM|109|Korean Beef Bowl|Asian|17.95
2712|1204|1/21/23|12:23:38 PM|109|Korean Beef Bowl|Asian|17.95
2719|1206|1/21/23|12:38:38 PM|109|Korean Beef Bowl|Asian|17.95
2773|1227|1/21/23|4:20:21 PM|109|Korean Beef Bowl|Asian|17.95
2776|1229|1/21/23|4:28:19 PM|109|Korean Beef Bowl|Asian|17.95
2791|1234|1/21/23|5:36:59 PM|109|Korean Beef Bowl|Asian|17.95
2826|1247|1/21/23|7:54:37 PM|109|Korean Beef Bowl|Asian|17.95
2860|1265|1/22/23|12:59:26 PM|109|Korean Beef Bowl|Asian|17.95
2872|1268|1/22/23|1:01:39 PM|109|Korean Beef Bowl|Asian|17.95
2890|1274|1/22/23|1:24:14 PM|109|Korean Beef Bowl|Asian|17.95
2915|1284|1/22/23|3:53:38 PM|109|Korean Beef Bowl|Asian|17.95
2918|1286|1/22/23|4:29:13 PM|109|Korean Beef Bowl|Asian|17.95
2933|1292|1/22/23|5:35:48 PM|109|Korean Beef Bowl|Asian|17.95
2935|1294|1/22/23|5:43:01 PM|109|Korean Beef Bowl|Asian|17.95
2958|1302|1/22/23|6:44:04 PM|109|Korean Beef Bowl|Asian|17.95
2959|1302|1/22/23|6:44:04 PM|109|Korean Beef Bowl|Asian|17.95
2997|1323|1/23/23|11:45:37 AM|109|Korean Beef Bowl|Asian|17.95
2998|1323|1/23/23|11:45:37 AM|109|Korean Beef Bowl|Asian|17.95
3052|1347|1/23/23|3:32:59 PM|109|Korean Beef Bowl|Asian|17.95
3066|1355|1/23/23|4:30:25 PM|109|Korean Beef Bowl|Asian|17.95
3104|1374|1/23/23|7:06:56 PM|109|Korean Beef Bowl|Asian|17.95
3125|1382|1/23/23|8:11:35 PM|109|Korean Beef Bowl|Asian|17.95
3149|1394|1/24/23|1:25:55 PM|109|Korean Beef Bowl|Asian|17.95
3154|1398|1/24/23|2:04:36 PM|109|Korean Beef Bowl|Asian|17.95
3166|1402|1/24/23|2:23:57 PM|109|Korean Beef Bowl|Asian|17.95
3187|1413|1/24/23|4:48:03 PM|109|Korean Beef Bowl|Asian|17.95
3278|1451|1/24/23|9:23:59 PM|109|Korean Beef Bowl|Asian|17.95
3286|1454|1/25/23|12:27:51 PM|109|Korean Beef Bowl|Asian|17.95
3288|1455|1/25/23|1:30:03 PM|109|Korean Beef Bowl|Asian|17.95
3315|1465|1/25/23|2:45:05 PM|109|Korean Beef Bowl|Asian|17.95
3372|1492|1/25/23|8:46:56 PM|109|Korean Beef Bowl|Asian|17.95
3387|1499|1/26/23|11:33:33 AM|109|Korean Beef Bowl|Asian|17.95
3436|1521|1/26/23|2:32:57 PM|109|Korean Beef Bowl|Asian|17.95
3453|1531|1/26/23|3:58:50 PM|109|Korean Beef Bowl|Asian|17.95
3486|1545|1/26/23|7:33:23 PM|109|Korean Beef Bowl|Asian|17.95
3504|1557|1/27/23|12:21:21 PM|109|Korean Beef Bowl|Asian|17.95
3507|1559|1/27/23|12:34:12 PM|109|Korean Beef Bowl|Asian|17.95
3515|1564|1/27/23|1:05:50 PM|109|Korean Beef Bowl|Asian|17.95
3523|1567|1/27/23|1:31:08 PM|109|Korean Beef Bowl|Asian|17.95
3532|1569|1/27/23|1:38:50 PM|109|Korean Beef Bowl|Asian|17.95
3566|1582|1/27/23|4:34:55 PM|109|Korean Beef Bowl|Asian|17.95
3614|1603|1/27/23|7:16:45 PM|109|Korean Beef Bowl|Asian|17.95
3622|1607|1/27/23|8:09:27 PM|109|Korean Beef Bowl|Asian|17.95
3625|1609|1/27/23|8:17:48 PM|109|Korean Beef Bowl|Asian|17.95
3659|1626|1/28/23|12:04:16 PM|109|Korean Beef Bowl|Asian|17.95
3690|1639|1/28/23|1:37:57 PM|109|Korean Beef Bowl|Asian|17.95
3691|1639|1/28/23|1:37:57 PM|109|Korean Beef Bowl|Asian|17.95
3692|1639|1/28/23|1:37:57 PM|109|Korean Beef Bowl|Asian|17.95
3733|1656|1/28/23|6:15:57 PM|109|Korean Beef Bowl|Asian|17.95
3759|1668|1/28/23|10:28:44 PM|109|Korean Beef Bowl|Asian|17.95
3771|1675|1/29/23|12:26:53 PM|109|Korean Beef Bowl|Asian|17.95
3847|1710|1/29/23|6:58:20 PM|109|Korean Beef Bowl|Asian|17.95
3854|1715|1/29/23|7:36:45 PM|109|Korean Beef Bowl|Asian|17.95
3872|1725|1/29/23|9:27:53 PM|109|Korean Beef Bowl|Asian|17.95
3881|1730|1/30/23|11:39:14 AM|109|Korean Beef Bowl|Asian|17.95
3908|1738|1/30/23|1:46:49 PM|109|Korean Beef Bowl|Asian|17.95
3943|1755|1/30/23|5:22:31 PM|109|Korean Beef Bowl|Asian|17.95
3969|1769|1/30/23|7:28:51 PM|109|Korean Beef Bowl|Asian|17.95
3985|1778|1/30/23|8:26:02 PM|109|Korean Beef Bowl|Asian|17.95
4057|1805|1/31/23|4:01:42 PM|109|Korean Beef Bowl|Asian|17.95
4059|1806|1/31/23|4:02:17 PM|109|Korean Beef Bowl|Asian|17.95
4071|1811|1/31/23|4:23:44 PM|109|Korean Beef Bowl|Asian|17.95
4081|1815|1/31/23|5:33:56 PM|109|Korean Beef Bowl|Asian|17.95
4084|1816|1/31/23|5:59:29 PM|109|Korean Beef Bowl|Asian|17.95
4129|1835|1/31/23|8:28:11 PM|109|Korean Beef Bowl|Asian|17.95
4143|1840|1/31/23|9:01:00 PM|109|Korean Beef Bowl|Asian|17.95
4164|1850|2/1/23|11:44:12 AM|109|Korean Beef Bowl|Asian|17.95
4241|1883|2/1/23|4:25:39 PM|109|Korean Beef Bowl|Asian|17.95
4244|1884|2/1/23|4:34:15 PM|109|Korean Beef Bowl|Asian|17.95
4267|1892|2/1/23|5:11:28 PM|109|Korean Beef Bowl|Asian|17.95
4283|1900|2/1/23|5:42:49 PM|109|Korean Beef Bowl|Asian|17.95
4338|1929|2/1/23|10:08:01 PM|109|Korean Beef Bowl|Asian|17.95
4352|1936|2/2/23|11:34:50 AM|109|Korean Beef Bowl|Asian|17.95
4362|1943|2/2/23|12:40:35 PM|109|Korean Beef Bowl|Asian|17.95
4418|1965|2/2/23|4:10:04 PM|109|Korean Beef Bowl|Asian|17.95
4424|1967|2/2/23|4:41:43 PM|109|Korean Beef Bowl|Asian|17.95
4431|1969|2/2/23|5:10:43 PM|109|Korean Beef Bowl|Asian|17.95
4453|1981|2/2/23|7:10:40 PM|109|Korean Beef Bowl|Asian|17.95
4475|1990|2/2/23|9:22:35 PM|109|Korean Beef Bowl|Asian|17.95
4481|1994|2/2/23|10:08:10 PM|109|Korean Beef Bowl|Asian|17.95
4531|2006|2/3/23|12:35:28 PM|109|Korean Beef Bowl|Asian|17.95
4551|2015|2/3/23|1:23:49 PM|109|Korean Beef Bowl|Asian|17.95
4659|2066|2/4/23|12:44:20 PM|109|Korean Beef Bowl|Asian|17.95
4660|2066|2/4/23|12:44:20 PM|109|Korean Beef Bowl|Asian|17.95
4672|2073|2/4/23|1:35:51 PM|109|Korean Beef Bowl|Asian|17.95
4673|2073|2/4/23|1:35:51 PM|109|Korean Beef Bowl|Asian|17.95
4680|2074|2/4/23|1:41:08 PM|109|Korean Beef Bowl|Asian|17.95
4711|2086|2/4/23|4:38:50 PM|109|Korean Beef Bowl|Asian|17.95
4723|2092|2/4/23|5:31:43 PM|109|Korean Beef Bowl|Asian|17.95
4727|2094|2/4/23|5:35:45 PM|109|Korean Beef Bowl|Asian|17.95
4777|2115|2/5/23|11:15:19 AM|109|Korean Beef Bowl|Asian|17.95
4796|2125|2/5/23|1:06:10 PM|109|Korean Beef Bowl|Asian|17.95
4802|2126|2/5/23|1:31:29 PM|109|Korean Beef Bowl|Asian|17.95
4814|2129|2/5/23|1:48:38 PM|109|Korean Beef Bowl|Asian|17.95
4820|2132|2/5/23|2:18:04 PM|109|Korean Beef Bowl|Asian|17.95
4835|2137|2/5/23|3:00:15 PM|109|Korean Beef Bowl|Asian|17.95
4836|2138|2/5/23|3:08:13 PM|109|Korean Beef Bowl|Asian|17.95
4865|2153|2/5/23|6:38:01 PM|109|Korean Beef Bowl|Asian|17.95
4881|2159|2/5/23|7:55:12 PM|109|Korean Beef Bowl|Asian|17.95
4912|2178|2/6/23|11:32:25 AM|109|Korean Beef Bowl|Asian|17.95
4922|2182|2/6/23|12:22:30 PM|109|Korean Beef Bowl|Asian|17.95
4944|2188|2/6/23|1:13:33 PM|109|Korean Beef Bowl|Asian|17.95
4945|2188|2/6/23|1:13:33 PM|109|Korean Beef Bowl|Asian|17.95
4963|2193|2/6/23|1:21:21 PM|109|Korean Beef Bowl|Asian|17.95
4972|2197|2/6/23|2:01:18 PM|109|Korean Beef Bowl|Asian|17.95
4995|2208|2/6/23|5:10:44 PM|109|Korean Beef Bowl|Asian|17.95
5007|2215|2/6/23|6:07:53 PM|109|Korean Beef Bowl|Asian|17.95
5036|2229|2/6/23|8:16:54 PM|109|Korean Beef Bowl|Asian|17.95
5043|2233|2/6/23|9:07:01 PM|109|Korean Beef Bowl|Asian|17.95
5054|2237|2/6/23|9:37:09 PM|109|Korean Beef Bowl|Asian|17.95
5060|2241|2/7/23|11:40:43 AM|109|Korean Beef Bowl|Asian|17.95
5118|2265|2/7/23|5:05:42 PM|109|Korean Beef Bowl|Asian|17.95
5139|2275|2/7/23|6:42:49 PM|109|Korean Beef Bowl|Asian|17.95
5220|2312|2/8/23|2:10:27 PM|109|Korean Beef Bowl|Asian|17.95
5224|2313|2/8/23|2:12:59 PM|109|Korean Beef Bowl|Asian|17.95
5232|2316|2/8/23|2:37:47 PM|109|Korean Beef Bowl|Asian|17.95
5250|2326|2/8/23|4:28:40 PM|109|Korean Beef Bowl|Asian|17.95
5256|2329|2/8/23|5:19:00 PM|109|Korean Beef Bowl|Asian|17.95
5278|2337|2/8/23|6:50:18 PM|109|Korean Beef Bowl|Asian|17.95
5291|2344|2/8/23|8:20:37 PM|109|Korean Beef Bowl|Asian|17.95
5306|2351|2/8/23|9:52:14 PM|109|Korean Beef Bowl|Asian|17.95
5334|2364|2/9/23|12:52:36 PM|109|Korean Beef Bowl|Asian|17.95
5342|2365|2/9/23|1:02:33 PM|109|Korean Beef Bowl|Asian|17.95
5380|2377|2/9/23|3:26:16 PM|109|Korean Beef Bowl|Asian|17.95
5396|2383|2/9/23|5:12:03 PM|109|Korean Beef Bowl|Asian|17.95
5400|2386|2/9/23|5:36:17 PM|109|Korean Beef Bowl|Asian|17.95
5430|2399|2/9/23|7:00:56 PM|109|Korean Beef Bowl|Asian|17.95
5439|2403|2/9/23|7:54:24 PM|109|Korean Beef Bowl|Asian|17.95
5442|2404|2/9/23|8:09:44 PM|109|Korean Beef Bowl|Asian|17.95
5478|2423|2/10/23|1:04:06 PM|109|Korean Beef Bowl|Asian|17.95
5583|2471|2/11/23|11:48:07 AM|109|Korean Beef Bowl|Asian|17.95
5590|2476|2/11/23|12:11:27 PM|109|Korean Beef Bowl|Asian|17.95
5622|2491|2/11/23|2:00:00 PM|109|Korean Beef Bowl|Asian|17.95
5631|2495|2/11/23|2:50:55 PM|109|Korean Beef Bowl|Asian|17.95
5658|2507|2/11/23|5:47:02 PM|109|Korean Beef Bowl|Asian|17.95
5661|2508|2/11/23|5:47:30 PM|109|Korean Beef Bowl|Asian|17.95
5664|2511|2/11/23|6:00:12 PM|109|Korean Beef Bowl|Asian|17.95
5668|2512|2/11/23|6:02:54 PM|109|Korean Beef Bowl|Asian|17.95
5672|2514|2/11/23|6:25:46 PM|109|Korean Beef Bowl|Asian|17.95
5711|2529|2/11/23|8:06:11 PM|109|Korean Beef Bowl|Asian|17.95
5719|2532|2/11/23|8:33:15 PM|109|Korean Beef Bowl|Asian|17.95
5731|2540|2/12/23|11:48:50 AM|109|Korean Beef Bowl|Asian|17.95
5748|2547|2/12/23|12:45:49 PM|109|Korean Beef Bowl|Asian|17.95
5763|2551|2/12/23|1:28:21 PM|109|Korean Beef Bowl|Asian|17.95
5776|2558|2/12/23|2:20:14 PM|109|Korean Beef Bowl|Asian|17.95
5790|2565|2/12/23|3:04:49 PM|109|Korean Beef Bowl|Asian|17.95
5800|2570|2/12/23|3:54:49 PM|109|Korean Beef Bowl|Asian|17.95
5824|2581|2/12/23|5:56:55 PM|109|Korean Beef Bowl|Asian|17.95
5827|2584|2/12/23|6:25:21 PM|109|Korean Beef Bowl|Asian|17.95
5884|2609|2/13/23|1:12:42 PM|109|Korean Beef Bowl|Asian|17.95
5920|2625|2/13/23|4:23:52 PM|109|Korean Beef Bowl|Asian|17.95
5963|2642|2/13/23|8:02:53 PM|109|Korean Beef Bowl|Asian|17.95
5964|2643|2/13/23|8:08:34 PM|109|Korean Beef Bowl|Asian|17.95
5967|2644|2/13/23|8:22:27 PM|109|Korean Beef Bowl|Asian|17.95
5979|2649|2/13/23|8:52:50 PM|109|Korean Beef Bowl|Asian|17.95
5987|2652|2/13/23|9:00:56 PM|109|Korean Beef Bowl|Asian|17.95
6066|2692|2/14/23|5:55:07 PM|109|Korean Beef Bowl|Asian|17.95
6075|2696|2/14/23|6:32:58 PM|109|Korean Beef Bowl|Asian|17.95
6078|2697|2/14/23|6:43:18 PM|109|Korean Beef Bowl|Asian|17.95
6109|2708|2/14/23|7:40:04 PM|109|Korean Beef Bowl|Asian|17.95
6147|2722|2/14/23|10:52:37 PM|109|Korean Beef Bowl|Asian|17.95
6156|2725|2/15/23|11:52:00 AM|109|Korean Beef Bowl|Asian|17.95
6210|2750|2/15/23|5:26:04 PM|109|Korean Beef Bowl|Asian|17.95
6211|2750|2/15/23|5:26:04 PM|109|Korean Beef Bowl|Asian|17.95
6282|2781|2/16/23|11:47:04 AM|109|Korean Beef Bowl|Asian|17.95
6302|2786|2/16/23|12:18:19 PM|109|Korean Beef Bowl|Asian|17.95
6316|2791|2/16/23|12:53:24 PM|109|Korean Beef Bowl|Asian|17.95
6326|2795|2/16/23|1:44:29 PM|109|Korean Beef Bowl|Asian|17.95
6333|2799|2/16/23|2:47:20 PM|109|Korean Beef Bowl|Asian|17.95
6339|2802|2/16/23|4:01:31 PM|109|Korean Beef Bowl|Asian|17.95
6345|2805|2/16/23|4:57:14 PM|109|Korean Beef Bowl|Asian|17.95
6348|2807|2/16/23|5:13:02 PM|109|Korean Beef Bowl|Asian|17.95
6378|2819|2/16/23|7:26:51 PM|109|Korean Beef Bowl|Asian|17.95
6389|2825|2/16/23|8:46:23 PM|109|Korean Beef Bowl|Asian|17.95
6393|2826|2/16/23|10:40:27 PM|109|Korean Beef Bowl|Asian|17.95
6414|2840|2/17/23|1:21:27 PM|109|Korean Beef Bowl|Asian|17.95
6429|2847|2/17/23|2:00:42 PM|109|Korean Beef Bowl|Asian|17.95
6443|2851|2/17/23|2:23:26 PM|109|Korean Beef Bowl|Asian|17.95
6476|2866|2/17/23|5:36:11 PM|109|Korean Beef Bowl|Asian|17.95
6477|2866|2/17/23|5:36:11 PM|109|Korean Beef Bowl|Asian|17.95
6482|2870|2/17/23|6:09:41 PM|109|Korean Beef Bowl|Asian|17.95
6489|2874|2/17/23|7:03:32 PM|109|Korean Beef Bowl|Asian|17.95
6498|2877|2/17/23|7:57:06 PM|109|Korean Beef Bowl|Asian|17.95
6517|2884|2/17/23|10:06:26 PM|109|Korean Beef Bowl|Asian|17.95
6531|2892|2/18/23|11:41:20 AM|109|Korean Beef Bowl|Asian|17.95
6543|2895|2/18/23|12:06:59 PM|109|Korean Beef Bowl|Asian|17.95
6552|2897|2/18/23|12:25:17 PM|109|Korean Beef Bowl|Asian|17.95
6565|2904|2/18/23|1:20:44 PM|109|Korean Beef Bowl|Asian|17.95
6580|2910|2/18/23|2:32:22 PM|109|Korean Beef Bowl|Asian|17.95
6593|2916|2/18/23|4:50:00 PM|109|Korean Beef Bowl|Asian|17.95
6605|2920|2/18/23|5:08:04 PM|109|Korean Beef Bowl|Asian|17.95
6638|2933|2/18/23|6:50:39 PM|109|Korean Beef Bowl|Asian|17.95
6642|2934|2/18/23|7:00:00 PM|109|Korean Beef Bowl|Asian|17.95
6662|2942|2/18/23|8:34:26 PM|109|Korean Beef Bowl|Asian|17.95
6672|2945|2/18/23|9:30:26 PM|109|Korean Beef Bowl|Asian|17.95
6702|2958|2/19/23|12:56:06 PM|109|Korean Beef Bowl|Asian|17.95
6706|2959|2/19/23|1:01:24 PM|109|Korean Beef Bowl|Asian|17.95
6712|2961|2/19/23|1:13:54 PM|109|Korean Beef Bowl|Asian|17.95
6723|2963|2/19/23|1:22:56 PM|109|Korean Beef Bowl|Asian|17.95
6745|2976|2/19/23|3:29:10 PM|109|Korean Beef Bowl|Asian|17.95
6759|2984|2/19/23|5:36:12 PM|109|Korean Beef Bowl|Asian|17.95
6777|2993|2/19/23|6:49:06 PM|109|Korean Beef Bowl|Asian|17.95
6817|3010|2/20/23|12:26:16 PM|109|Korean Beef Bowl|Asian|17.95
6825|3014|2/20/23|12:58:29 PM|109|Korean Beef Bowl|Asian|17.95
6883|3037|2/20/23|3:16:15 PM|109|Korean Beef Bowl|Asian|17.95
6899|3043|2/20/23|4:46:25 PM|109|Korean Beef Bowl|Asian|17.95
6930|3058|2/20/23|7:19:17 PM|109|Korean Beef Bowl|Asian|17.95
6957|3071|2/20/23|9:14:34 PM|109|Korean Beef Bowl|Asian|17.95
6984|3082|2/21/23|12:37:30 PM|109|Korean Beef Bowl|Asian|17.95
7006|3090|2/21/23|2:03:29 PM|109|Korean Beef Bowl|Asian|17.95
7013|3093|2/21/23|3:07:39 PM|109|Korean Beef Bowl|Asian|17.95
7081|3125|2/21/23|8:12:37 PM|109|Korean Beef Bowl|Asian|17.95
7087|3128|2/21/23|9:45:43 PM|109|Korean Beef Bowl|Asian|17.95
7102|3136|2/22/23|12:39:19 PM|109|Korean Beef Bowl|Asian|17.95
7133|3145|2/22/23|3:41:07 PM|109|Korean Beef Bowl|Asian|17.95
7162|3158|2/22/23|7:35:02 PM|109|Korean Beef Bowl|Asian|17.95
7186|3169|2/22/23|9:50:42 PM|109|Korean Beef Bowl|Asian|17.95
7198|3175|2/23/23|12:10:43 PM|109|Korean Beef Bowl|Asian|17.95
7237|3189|2/23/23|1:59:04 PM|109|Korean Beef Bowl|Asian|17.95
